id,job_title,company_id,location_id,employment_type_id,salary_range_id,job_description,listing_date
15467,Data Engineer,1423,294,3,14,Job description for Data Engineer position at company 1423,2024-12-28 14:08:53
15468,Software Engineer,1309,593,1,2,Job description for Software Engineer position at company 1309,2023-10-02 14:08:53
15469,Backend Developer,163,592,2,15,Job description for Backend Developer position at company 163,2025-09-14 14:08:53
15470,Sales Representative,555,275,4,1,Job description for Sales Representative position at company 555,2022-11-27 14:08:53
15471,Research Scientist,1178,913,1,20,Job description for Research Scientist position at company 1178,2024-04-16 14:08:53
15472,Operations Manager,442,339,5,6,Job description for Operations Manager position at company 442,2023-03-19 14:08:53
15473,Customer Success Manager,995,893,2,2,Job description for Customer Success Manager position at company 995,2024-08-09 14:08:53
15474,Research Scientist,1085,877,1,11,Job description for Research Scientist position at company 1085,2024-09-07 14:08:53
15475,Product Manager,219,305,3,8,Job description for Product Manager position at company 219,2022-11-23 14:08:53
15476,DevOps Engineer,214,921,1,14,Job description for DevOps Engineer position at company 214,2025-08-08 14:08:53
15477,Data Scientist,1616,354,1,5,Job description for Data Scientist position at company 1616,2023-04-15 14:08:53
15478,Sales Representative,972,322,2,11,Job description for Sales Representative position at company 972,2023-12-25 14:08:53
15479,Technical Writer,1558,696,3,6,Job description for Technical Writer position at company 1558,2024-04-03 14:08:53
15480,Mobile Developer,759,686,2,16,Job description for Mobile Developer position at company 759,2024-10-28 14:08:53
15481,Solution Architect,1091,272,5,4,Job description for Solution Architect position at company 1091,2023-07-30 14:08:53
15482,Customer Success Manager,787,812,3,6,Job description for Customer Success Manager position at company 787,2024-08-02 14:08:53
15483,Business Analyst,551,800,5,11,Job description for Business Analyst position at company 551,2025-02-09 14:08:53
15484,UX Designer,1039,631,3,13,Job description for UX Designer position at company 1039,2024-09-06 14:08:53
15485,Scrum Master,521,751,4,8,Job description for Scrum Master position at company 521,2024-03-25 14:08:53
15486,Software Engineer,172,989,4,4,Job description for Software Engineer position at company 172,2023-11-16 14:08:53
15487,AI Engineer,1911,622,2,10,Job description for AI Engineer position at company 1911,2023-11-20 14:08:53
15488,Database Administrator,266,936,5,3,Job description for Database Administrator position at company 266,2023-03-31 14:08:53
15489,Project Manager,1710,866,1,15,Job description for Project Manager position at company 1710,2023-07-20 14:08:53
15490,Network Engineer,1089,581,2,7,Job description for Network Engineer position at company 1089,2023-09-08 14:08:53
15491,UX Designer,1833,499,1,3,Job description for UX Designer position at company 1833,2024-06-09 14:08:53
15492,Database Administrator,1897,476,3,7,Job description for Database Administrator position at company 1897,2023-01-21 14:08:53
15493,Business Analyst,1938,323,4,2,Job description for Business Analyst position at company 1938,2024-09-22 14:08:53
15494,Technical Writer,918,755,1,4,Job description for Technical Writer position at company 918,2024-06-01 14:08:53
15495,Data Engineer,1687,675,1,5,Job description for Data Engineer position at company 1687,2025-05-10 14:08:53
15496,System Administrator,927,670,5,19,Job description for System Administrator position at company 927,2023-07-29 14:08:53
15497,Financial Analyst,562,787,3,1,Job description for Financial Analyst position at company 562,2024-06-12 14:08:53
15498,HR Manager,1476,546,2,5,Job description for HR Manager position at company 1476,2024-04-17 14:08:53
15499,Operations Manager,54,43,5,11,Job description for Operations Manager position at company 54,2024-05-13 14:08:53
15500,Business Analyst,80,952,5,10,Job description for Business Analyst position at company 80,2023-08-01 14:08:53
15501,Game Developer,1241,708,4,16,Job description for Game Developer position at company 1241,2025-01-26 14:08:53
15502,Cybersecurity Specialist,286,421,2,8,Job description for Cybersecurity Specialist position at company 286,2024-01-18 14:08:53
15503,UX Designer,415,162,3,14,Job description for UX Designer position at company 415,2023-11-22 14:08:53
15504,Business Analyst,1804,178,4,9,Job description for Business Analyst position at company 1804,2023-05-04 14:08:53
15505,QA Engineer,28,727,3,12,Job description for QA Engineer position at company 28,2023-06-10 14:08:53
15506,Mobile Developer,1886,685,2,20,Job description for Mobile Developer position at company 1886,2025-07-02 14:08:53
15507,Game Developer,1872,810,2,20,Job description for Game Developer position at company 1872,2023-04-05 14:08:53
15508,System Administrator,254,690,4,19,Job description for System Administrator position at company 254,2024-02-10 14:08:53
15509,Cloud Architect,1179,849,4,3,Job description for Cloud Architect position at company 1179,2025-06-16 14:08:53
15510,QA Engineer,811,259,5,15,Job description for QA Engineer position at company 811,2025-09-12 14:08:53
15511,Customer Success Manager,116,484,5,11,Job description for Customer Success Manager position at company 116,2023-09-18 14:08:53
15512,Sales Representative,1022,347,4,1,Job description for Sales Representative position at company 1022,2024-05-13 14:08:53
15513,Database Administrator,564,546,2,15,Job description for Database Administrator position at company 564,2023-04-29 14:08:53
15514,Project Manager,431,777,1,7,Job description for Project Manager position at company 431,2025-08-08 14:08:53
15515,Network Engineer,390,696,1,16,Job description for Network Engineer position at company 390,2024-06-07 14:08:53
15516,DevOps Engineer,1470,985,4,15,Job description for DevOps Engineer position at company 1470,2024-04-16 14:08:53
15517,Full Stack Developer,212,812,2,4,Job description for Full Stack Developer position at company 212,2023-11-20 14:08:53
15518,Game Developer,312,358,5,14,Job description for Game Developer position at company 312,2025-06-03 14:08:53
15519,Full Stack Developer,1993,304,4,11,Job description for Full Stack Developer position at company 1993,2023-12-11 14:08:53
15520,DevOps Engineer,982,818,5,10,Job description for DevOps Engineer position at company 982,2023-05-02 14:08:53
15521,Mobile Developer,1338,257,4,11,Job description for Mobile Developer position at company 1338,2024-12-25 14:08:53
15522,Data Scientist,1718,987,5,4,Job description for Data Scientist position at company 1718,2024-09-22 14:08:53
15523,Game Developer,1494,706,3,9,Job description for Game Developer position at company 1494,2023-06-18 14:08:53
15524,Solution Architect,931,630,4,4,Job description for Solution Architect position at company 931,2024-05-03 14:08:53
15525,HR Manager,1146,959,2,8,Job description for HR Manager position at company 1146,2024-06-01 14:08:53
15526,Financial Analyst,1433,561,2,2,Job description for Financial Analyst position at company 1433,2025-04-30 14:08:53
15527,Mobile Developer,257,158,2,11,Job description for Mobile Developer position at company 257,2024-03-01 14:08:53
15528,Cloud Architect,1488,184,2,4,Job description for Cloud Architect position at company 1488,2024-02-15 14:08:53
15529,HR Manager,1456,571,4,18,Job description for HR Manager position at company 1456,2025-08-22 14:08:53
15530,Research Scientist,448,169,3,19,Job description for Research Scientist position at company 448,2025-01-18 14:08:53
15531,Sales Representative,1251,591,2,20,Job description for Sales Representative position at company 1251,2024-06-14 14:08:53
15532,Research Scientist,731,560,3,20,Job description for Research Scientist position at company 731,2025-09-18 14:08:53
15533,Data Engineer,619,267,2,5,Job description for Data Engineer position at company 619,2025-10-06 14:08:53
15534,Product Manager,1576,905,1,20,Job description for Product Manager position at company 1576,2024-04-23 14:08:53
15535,Software Engineer,1267,290,3,3,Job description for Software Engineer position at company 1267,2025-05-03 14:08:53
15536,Game Developer,1213,24,1,16,Job description for Game Developer position at company 1213,2023-04-17 14:08:53
15537,Technical Writer,1555,290,5,19,Job description for Technical Writer position at company 1555,2024-05-05 14:08:53
15538,Project Manager,111,382,2,13,Job description for Project Manager position at company 111,2023-08-01 14:08:53
15539,Data Engineer,884,687,1,15,Job description for Data Engineer position at company 884,2025-03-18 14:08:53
15540,Operations Manager,1777,444,2,15,Job description for Operations Manager position at company 1777,2024-06-18 14:08:53
15541,Data Scientist,782,515,3,19,Job description for Data Scientist position at company 782,2025-04-28 14:08:53
15542,Machine Learning Engineer,848,374,2,3,Job description for Machine Learning Engineer position at company 848,2024-09-18 14:08:53
15543,AI Engineer,1802,150,3,18,Job description for AI Engineer position at company 1802,2024-09-24 14:08:53
15544,Database Administrator,1470,403,3,9,Job description for Database Administrator position at company 1470,2025-03-29 14:08:53
15545,Cybersecurity Specialist,440,612,5,19,Job description for Cybersecurity Specialist position at company 440,2025-07-03 14:08:53
15546,Backend Developer,9,753,4,1,Job description for Backend Developer position at company 9,2022-11-17 14:08:53
15547,Cloud Architect,814,420,4,2,Job description for Cloud Architect position at company 814,2024-11-25 14:08:53
15548,Operations Manager,274,717,4,4,Job description for Operations Manager position at company 274,2023-08-22 14:08:53
15549,QA Engineer,994,115,2,1,Job description for QA Engineer position at company 994,2024-09-22 14:08:53
15550,Operations Manager,8,405,3,1,Job description for Operations Manager position at company 8,2023-03-26 14:08:53
15551,Business Analyst,1487,780,4,1,Job description for Business Analyst position at company 1487,2025-02-08 14:08:53
15552,Mobile Developer,1153,235,3,10,Job description for Mobile Developer position at company 1153,2025-09-25 14:08:53
15553,DevOps Engineer,1443,671,1,6,Job description for DevOps Engineer position at company 1443,2023-05-13 14:08:53
15554,UX Designer,544,751,1,19,Job description for UX Designer position at company 544,2023-05-11 14:08:53
15555,Project Manager,642,813,5,4,Job description for Project Manager position at company 642,2025-02-14 14:08:53
15556,Research Scientist,1848,199,5,7,Job description for Research Scientist position at company 1848,2024-03-05 14:08:53
15557,Game Developer,4,860,3,20,Job description for Game Developer position at company 4,2025-10-10 14:08:53
15558,Frontend Developer,655,418,2,6,Job description for Frontend Developer position at company 655,2025-07-16 14:08:53
15559,AI Engineer,97,220,4,3,Job description for AI Engineer position at company 97,2024-02-10 14:08:53
15560,HR Manager,1033,518,4,11,Job description for HR Manager position at company 1033,2023-08-23 14:08:53
15561,Project Manager,960,438,5,16,Job description for Project Manager position at company 960,2024-10-28 14:08:53
15562,Customer Success Manager,832,273,2,15,Job description for Customer Success Manager position at company 832,2025-08-29 14:08:53
